Input	Match type	Approved symbol	Approved name	HGNC ID	Location
PRMT10	Previous symbol	PRMT9	protein arginine methyltransferase 9	HGNC:25099	4q31.23
PROL1	Previous symbol	OPRPN	opiorphin prepropeptide	HGNC:17279	4q13.3
PRR24	Previous symbol	INAFM1	InaF motif containing 1	HGNC:27406	19q13.32
PRSSL1	Previous symbol	KLK10	kallikrein related peptidase 10	HGNC:6358	19q13
PRSSL1	Previous symbol	PRSS57	protease, serine 57	HGNC:31397	19p13.3
PSG11	Previous symbol	PSG9	pregnancy specific beta-1-glycoprotein 9	HGNC:9526	19q13.2
PTCHD2	Previous symbol	DISP3	dispatched RND transporter family member 3	HGNC:29251	1p36.22
PTPLA	Previous symbol	HACD1	3-hydroxyacyl-CoA dehydratase 1	HGNC:9639	10p12.33
PTPLAD1	Previous symbol	HACD3	3-hydroxyacyl-CoA dehydratase 3	HGNC:24175	15q22.31
PTPLAD2	Previous symbol	HACD4	3-hydroxyacyl-CoA dehydratase 4	HGNC:20920	9p21.3
PTPLB	Previous symbol	HACD2	3-hydroxyacyl-CoA dehydratase 2	HGNC:9640	3q21.1
PTPN20A	Previous symbol	PTPN20	protein tyrosine phosphatase, non-receptor type 20	HGNC:23423	10q11.22
PTPN20B	Previous symbol	PTPN20	protein tyrosine phosphatase, non-receptor type 20	HGNC:23423	10q11.22
PTPRQ	Previous symbol	PTPRR	protein tyrosine phosphatase, receptor type R	HGNC:9680	12q15
PVRL1	Previous symbol	NECTIN1	nectin cell adhesion molecule 1	HGNC:9706	11q23.3
PVRL2	Previous symbol	NECTIN2	nectin cell adhesion molecule 2	HGNC:9707	19q13.32
PVRL3	Previous symbol	NECTIN3	nectin cell adhesion molecule 3	HGNC:17664	3q13
PVRL4	Previous symbol	NECTIN4	nectin cell adhesion molecule 4	HGNC:19688	1q23.3
QARS	Previous symbol	EPRS	glutamyl-prolyl-tRNA synthetase	HGNC:3418	1q41
QTRTD1	Previous symbol	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	HGNC:25771	3q13.31
RAB39	Previous symbol	RAB39A	RAB39A, member RAS oncogene family	HGNC:16521	11q22.3
RAB42	Previous symbol	RAB42P1	RAB42, member RAS oncogene family, pseudogene 1	HGNC:19799	14q32.11
RAB7L1	Previous symbol	RAB29	RAB29, member RAS oncogene family	HGNC:9789	1q32
RABL5	Previous symbol	IFT22	intraflagellar transport 22	HGNC:21895	7q22.1
RAD51L1	Previous symbol	RAD51B	RAD51 paralog B	HGNC:9822	14q23-q24.2
RAD51L3	Previous symbol	RAD51D	RAD51 paralog D	HGNC:9823	17q11
RAG1AP1	Previous symbol	SLC50A1	solute carrier family 50 member 1	HGNC:30657	1q22
RAGE	Previous symbol	MOK	MOK protein kinase	HGNC:9833	14q32
RBM16	Previous symbol	SCAF8	SR-related CTD associated factor 8	HGNC:20959	6q25.1-q25.3
RBM9	Previous symbol	RBFOX2	RNA binding protein, fox-1 homolog (C. elegans) 2	HGNC:9906	22q12-q13
RBP5	Previous symbol	CRABP1	cellular retinoic acid binding protein 1	HGNC:2338	15q24
RDBP	Previous symbol	NELFE	negative elongation factor complex member E	HGNC:13974	6p21.3
REXO1L1	Previous symbol	REXO1L1P	REX1, RNA exonuclease 1 homolog-like 1, pseudogene	HGNC:24660	8q21.2
RG9MTD1	Previous symbol	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	HGNC:26022	3q12.3
RG9MTD2	Previous symbol	TRMT10A	tRNA methyltransferase 10A	HGNC:28403	4q23
RG9MTD3	Previous symbol	TRMT10B	tRNA methyltransferase 10B	HGNC:26454	9p13.1
RNASEH1	Previous symbol	RNASEH1P1	ribonuclease H1 pseudogene 1	HGNC:10049	17p11.2
RNASEN	Previous symbol	DROSHA	drosha ribonuclease III	HGNC:17904	5q11.2
RNF160	Previous symbol	LTN1	listerin E3 ubiquitin protein ligase 1	HGNC:13082	21q21.3
ROBLD3	Previous symbol	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	HGNC:29796	1q22
ROD1	Previous symbol	PTBP3	polypyrimidine tract binding protein 3	HGNC:10253	9q32
RPL36A	Previous symbol	RPL36AL	ribosomal protein L36a like	HGNC:10346	14q21
RTCD1	Previous symbol	RTCA	RNA 3'-terminal phosphate cyclase	HGNC:17981	1p13.3
RTDR1	Previous symbol	RSPH14	radial spoke head 14 homolog	HGNC:13437	22q11.2
RUNDC2A	Previous symbol	SNX29	sorting nexin 29	HGNC:30542	16p13.13-p13.12
RWDD4A	Previous symbol	RWDD4	RWD domain containing 4	HGNC:23750	4q35.1
S100A14	Previous symbol	S100A11P1	S100 calcium binding protein A11 pseudogene 1	HGNC:10491	7q22-q31.1
SAPS1	Previous symbol	PPP6R1	protein phosphatase 6 regulatory subunit 1	HGNC:29195	19q13.42
SAPS2	Previous symbol	PPP6R2	protein phosphatase 6 regulatory subunit 2	HGNC:19253	22q13.33
SAPS3	Previous symbol	PPP6R3	protein phosphatase 6 regulatory subunit 3	HGNC:1173	11q13
SC4MOL	Previous symbol	MSMO1	methylsterol monooxygenase 1	HGNC:10545	4q32-q34
SC5DL	Previous symbol	SC5D	sterol-C5-desaturase	HGNC:10547	11q23.3
SCAND3	Previous symbol	ZBED9	zinc finger BED-type containing 9	HGNC:13851	6p21.33
SCGBL	Previous symbol	SCGB2B2	secretoglobin family 2B member 2	HGNC:27616	19q13.12
SCXA	Previous symbol	SCX	scleraxis bHLH transcription factor	HGNC:32322	8q24.3
SCXB	Previous symbol	SCX	scleraxis bHLH transcription factor	HGNC:32322	8q24.3
SDCCAG1	Previous symbol	NEMF	nuclear export mediator factor	HGNC:10663	14q21.3
SEPX1	Previous symbol	MSRB1	methionine sulfoxide reductase B1	HGNC:14133	16p13.3
SERPINB11	Previous symbol	SERPINB8P1	serpin family B member 8 pseudogene 1	HGNC:8953	6p25.2
SETD8	Previous symbol	KMT5A	lysine methyltransferase 5A	HGNC:29489	12q24.31
SF4	Previous symbol	SUGP1	SURP and G-patch domain containing 1	HGNC:18643	19p13
SFRS1	Previous symbol	SRSF1	serine/arginine-rich splicing factor 1	HGNC:10780	17q22
SFRS11	Previous symbol	SRSF11	serine/arginine-rich splicing factor 11	HGNC:10782	1p31.1
SFRS12	Previous symbol	SREK1	splicing regulatory glutamic acid/lysine-rich protein 1	HGNC:17882	5q11.2-q12.1
SFRS12IP1	Previous symbol	SREK1IP1	SREK1 interacting protein 1	HGNC:26716	5q12.3
SFRS13A	Previous symbol	SRSF10	serine/arginine-rich splicing factor 10	HGNC:16713	1p36.11
SFRS13B	Previous symbol	SRSF12	serine/arginine-rich splicing factor 12	HGNC:21220	6q16.1
SFRS14	Previous symbol	SUGP2	SURP and G-patch domain containing 2	HGNC:18641	19p13
SFRS15	Previous symbol	SCAF4	SR-related CTD associated factor 4	HGNC:19304	21q22.1
SFRS16	Previous symbol	CLASRP	CLK4-associating serine/arginine rich protein	HGNC:17731	19q13.3
SFRS17A	Previous symbol	AKAP17A	A-kinase anchoring protein 17A	HGNC:18783	Xp22.33 and Yp11.32
SFRS18	Previous symbol	PNISR	PNN-interacting serine/arginine-rich protein	HGNC:21222	6q16.3
SFRS2	Previous symbol	SRSF2	serine/arginine-rich splicing factor 2	HGNC:10783	17q25.2
SFRS2B	Previous symbol	SRSF8	serine/arginine-rich splicing factor 8	HGNC:16988	11q21
SFRS2IP	Previous symbol	SCAF11	SR-related CTD associated factor 11	HGNC:10784	12q13.11
SFRS3	Previous symbol	SRSF3	serine/arginine-rich splicing factor 3	HGNC:10785	6p21
SFRS4	Previous symbol	SRSF4	serine/arginine-rich splicing factor 4	HGNC:10786	1p35.3
SFRS5	Previous symbol	SRSF5	serine/arginine-rich splicing factor 5	HGNC:10787	14q24
SFRS6	Previous symbol	SRSF6	serine/arginine-rich splicing factor 6	HGNC:10788	20q12-q13.1
SFRS7	Previous symbol	SRSF7	serine/arginine-rich splicing factor 7	HGNC:10789	2p22.1
SFRS8	Previous symbol	SFSWAP	splicing factor, suppressor of white-apricot homolog	HGNC:10790	12q24.33
SFRS9	Previous symbol	SRSF9	serine/arginine-rich splicing factor 9	HGNC:10791	12q24.31
SGK2	Previous symbol	SGK3	serum/glucocorticoid regulated kinase family member 3	HGNC:10812	8q12
SGOL1	Previous symbol	SGO1	shugoshin 1	HGNC:25088	3p24.3
SGOL2	Previous symbol	SGO2	shugoshin 2	HGNC:30812	2q33.2
SH3D20	Previous symbol	ARHGAP27	Rho GTPase activating protein 27	HGNC:31813	17q21.31
SILV	Previous symbol	PMEL	premelanosome protein	HGNC:10880	12q13-q14
SIP1	Previous symbol	GEMIN2	gem nuclear organelle associated protein 2	HGNC:10884	14q21.1
SIRPB2	Previous symbol	SIRPG	signal regulatory protein gamma	HGNC:15757	20p13
SLC17A2	Previous symbol	SLC34A1	solute carrier family 34 member 1	HGNC:11019	5q35.3
SLC23A1	Previous symbol	SLC23A2	solute carrier family 23 member 2	HGNC:10973	20p13
SLC23A2	Previous symbol	SLC23A1	solute carrier family 23 member 1	HGNC:10974	5q31.2
SLC24A6	Previous symbol	SLC8B1	solute carrier family 8 member B1	HGNC:26175	12q24.13
SLC4A5	Previous symbol	SLC4A4	solute carrier family 4 member 4	HGNC:11030	4q13.3
SLC6A5	Previous symbol	SLC6A2	solute carrier family 6 member 2	HGNC:11048	16q12.2
SLC9A10	Previous symbol	SLC9C1	solute carrier family 9 member C1	HGNC:31401	3q13
SLC9A11	Previous symbol	SLC9C2	solute carrier family 9 member C2 (putative)	HGNC:28664	1q25.1
SLMO1	Previous symbol	PRELID3A	PRELI domain containing 3A	HGNC:24639	18p11.21
SLMO2	Previous symbol	PRELID3B	PRELI domain containing 3B	HGNC:15892	20q13.32
SMCR7	Previous symbol	MIEF2	mitochondrial elongation factor 2	HGNC:17920	17p11.2
SMCR7L	Previous symbol	MIEF1	mitochondrial elongation factor 1	HGNC:25979	22q13.1
SMEK1	Previous symbol	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	HGNC:20219	14q32.12
SMEK2	Previous symbol	PPP4R3B	protein phosphatase 4 regulatory subunit 3B	HGNC:29267	2p16.1
SNRPD1	Previous symbol	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	HGNC:11159	19q13.2-q13.3
SOCS4	Previous symbol	SOCS6	suppressor of cytokine signaling 6	HGNC:16833	18q22
SOCS7	Previous symbol	SOCS4	suppressor of cytokine signaling 4	HGNC:19392	14q22.1
SOLH	Previous symbol	CAPN15	calpain 15	HGNC:11182	16p13.3
SPANXB2	Previous symbol	SPANXB1	SPANX family member B1	HGNC:14329	Xq27.1
SPANXE	Previous symbol	SPANXD	SPANX family member D	HGNC:14332	Xq27.2
SPANXF1	Previous symbol	SPANXB1	SPANX family member B1	HGNC:14329	Xq27.1
SPINLW1	Previous symbol	EPPIN	epididymal peptidase inhibitor	HGNC:15932	20q13.12
SPRYD5	Previous symbol	TRIM51	tripartite motif-containing 51	HGNC:19023	11p11
SRCRB4D	Previous symbol	SSC4D	scavenger receptor cysteine rich family, 4 domains	HGNC:14461	7q11.23
SRGAP2	Previous symbol	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	HGNC:19744	3p25.3
SRPR	Previous symbol	SRPRA	SRP receptor alpha subunit	HGNC:11307	11q24.2
STRA13	Previous symbol	BHLHE40	basic helix-loop-helix family member e40	HGNC:1046	3p26
SULT1C2	Previous symbol	SULT1C4	sulfotransferase family 1C member 4	HGNC:11457	2q12.3
SUV420H1	Previous symbol	KMT5B	lysine methyltransferase 5B	HGNC:24283	11q13.2
SUV420H2	Previous symbol	KMT5C	lysine methyltransferase 5C	HGNC:28405	19q13.42
TCF3	Previous symbol	TCF7L1	transcription factor 7 like 1	HGNC:11640	2p11.2
TCF4	Previous symbol	TCF7L2	transcription factor 7 like 2	HGNC:11641	10q25.3
TENC1	Previous symbol	TNS2	tensin 2	HGNC:19737	12q13.13
TH1L	Previous symbol	NELFCD	negative elongation factor complex member C/D	HGNC:15934	20q13
THOC4	Previous symbol	ALYREF	Aly/REF export factor	HGNC:19071	17q25.3
TM7SF4	Previous symbol	DCSTAMP	dendrocyte expressed seven transmembrane protein	HGNC:18549	8q22.3
TMCO7	Previous symbol	TANGO6	transport and golgi organization 6 homolog	HGNC:25749	16q22.1
TMEM111	Previous symbol	EMC3	ER membrane protein complex subunit 3	HGNC:23999	3p25.3
TMEM146	Previous symbol	CATSPERD	cation channel sperm associated auxiliary subunit delta	HGNC:28598	19p13.3
TMEM149	Previous symbol	IGFLR1	IGF like family receptor 1	HGNC:23620	19q13.12
TMEM14E	Previous symbol	TMEM14EP	transmembrane protein 14E, pseudogene	HGNC:34386	3q25.1
TMEM178	Previous symbol	TMEM178A	transmembrane protein 178A	HGNC:28517	2p22.1
TMEM180	Previous symbol	MFSD13A	major facilitator superfamily domain containing 13A	HGNC:26196	10q24.32
TMEM188	Previous symbol	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	HGNC:26759	16q12.1
TMEM194A	Previous symbol	NEMP1	nuclear envelope integral membrane protein 1	HGNC:29001	12q13.3
TMEM194B	Previous symbol	NEMP2	nuclear envelope integral membrane protein 2	HGNC:33700	2q32.2
TMEM195	Previous symbol	AGMO	alkylglycerol monooxygenase	HGNC:33784	7p21.1
TMEM20	Previous symbol	SLC35G1	solute carrier family 35 member G1	HGNC:26607	10q23.33
TMEM22	Previous symbol	SLC35G2	solute carrier family 35 member G2	HGNC:28480	3q22.3
TMEM48	Previous symbol	NDC1	NDC1 transmembrane nucleoporin	HGNC:25525	1p32.3
TMEM49	Previous symbol	VMP1	vacuole membrane protein 1	HGNC:29559	17q23.1
TMEM66	Previous symbol	SARAF	store-operated calcium entry-associated regulatory factor	HGNC:28789	8p12
TMEM85	Previous symbol	EMC4	ER membrane protein complex subunit 4	HGNC:28032	15q14
TMEM90A	Previous symbol	SYNDIG1L	synapse differentiation inducing 1 like	HGNC:32388	14q24.3
TMEM90B	Previous symbol	SYNDIG1	synapse differentiation inducing 1	HGNC:15885	20p11.21
TMEM93	Previous symbol	EMC6	ER membrane protein complex subunit 6	HGNC:28430	17p13.2
TMSL3	Previous symbol	TMSB4XP8	thymosin beta 4, X-linked pseudogene 8	HGNC:11885	4q22.1
TOMM70A	Previous symbol	TOMM70	translocase of outer mitochondrial membrane 70	HGNC:11985	3q12.2
TRAF2	Previous symbol	TANK	TRAF family member associated NFKB activator	HGNC:11562	2q24.2
TRAP1	Previous symbol	HSP90B2P	heat shock protein 90kDa beta family member 2, pseudogene	HGNC:12099	15q25-q26
TRIM49L	Previous symbol	TRIM49D2	tripartite motif containing 49D2	HGNC:37217	11q14.3
TRNP1	Previous symbol	TRP-AGG2-5	transfer RNA-Pro (AGG) 2-5	HGNC:12330	14q11.2
TRNP1	Previous symbol	TRP-AGG2-6	transfer RNA-Pro (AGG) 2-6	HGNC:12331	14q11.2
TRNP1	Previous symbol	TRL-AAG2-3	transfer RNA-Leu (AAG) 2-3	HGNC:12315	14q11.2
TRPC7	Previous symbol	TRPM2	transient receptor potential cation channel subfamily M member 2	HGNC:12339	21q22.3
TSGA14	Previous symbol	CEP41	centrosomal protein 41	HGNC:12370	7q32
TTC15	Previous symbol	TRAPPC12	trafficking protein particle complex 12	HGNC:24284	2p25.3
TTC18	Previous symbol	CFAP70	cilia and flagella associated protein 70	HGNC:30726	10q22.3
TTC35	Previous symbol	EMC2	ER membrane protein complex subunit 2	HGNC:28963	8q23.2
TTLL13	Previous symbol	TTLL13P	tubulin tyrosine ligase like 13, pseudogene	HGNC:32484	15q26.1
TTLL5	Previous symbol	TTLL10	tubulin tyrosine ligase like 10	HGNC:26693	1p36.33
TUBB	Previous symbol	TUBB2A	tubulin beta 2A class IIa	HGNC:12412	6p25.2
TUBB2C	Previous symbol	TUBB4B	tubulin beta 4B class IVb	HGNC:20771	9q34.3
TUBB4	Previous symbol	TUBB4A	tubulin beta 4A class IVa	HGNC:20774	19p13.3
TUBB4Q	Previous symbol	TUBB7P	tubulin beta 7 pseudogene	HGNC:12413	4q35.2
TXNDC3	Previous symbol	NME8	NME/NM23 family member 8	HGNC:16473	7p15.2
TXNDC6	Previous symbol	NME9	NME/NM23 family member 9	HGNC:21343	3q22.3
TXNRD3IT1	Previous symbol	TXNRD3NB	thioredoxin reductase 3 neighbor	HGNC:33870	3q21.3
U2AF1L4	Previous symbol	IGFLR1	IGF like family receptor 1	HGNC:23620	19q13.12
UBE2CBP	Previous symbol	UBE3D	ubiquitin protein ligase E3D	HGNC:21381	6q15
UQCC	Previous symbol	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	HGNC:15891	20q11.22
USP12	Previous symbol	USP12P1	ubiquitin specific peptidase 12 pseudogene 1	HGNC:12610	5q33-q34
USP17	Previous symbol	USP17L9P	ubiquitin specific peptidase 17-like family member 9, pseudogene	HGNC:12615	4p16.1
USP31	Previous symbol	USP48	ubiquitin specific peptidase 48	HGNC:18533	1p36.12
UTP11L	Previous symbol	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)	HGNC:24329	1p34.3
UTS2D	Previous symbol	UTS2B	urotensin 2B	HGNC:30894	3q28
VARS2	Previous symbol	VARS	valyl-tRNA synthetase	HGNC:12651	6p21.3
VAT1	Previous symbol	SLC18A1	solute carrier family 18 member A1	HGNC:10934	8p21.3
VDAC3	Previous symbol	VDAC1P5	voltage dependent anion channel 1 pseudogene 5	HGNC:12676	12q13.2
VPS24	Previous symbol	CHMP3	charged multivesicular body protein 3	HGNC:29865	2p11.2
WAPAL	Previous symbol	WAPL	WAPL cohesin release factor	HGNC:23293	10q23.31
WBP5	Previous symbol	TCEAL9	transcription elongation factor A like 9	HGNC:30084	Xq22.2
WDR11	Previous symbol	PHIP	pleckstrin homology domain interacting protein	HGNC:15673	6q14
WDR16	Previous symbol	CFAP52	cilia and flagella associated protein 52	HGNC:16053	17p13.1
WDR45L	Previous symbol	WDR45B	WD repeat domain 45B	HGNC:25072	17q25.3
WDR52	Previous symbol	CFAP44	cilia and flagella associated protein 44	HGNC:25631	3q13.2
WDR65	Previous symbol	CFAP57	cilia and flagella associated protein 57	HGNC:26485	1p34.2
WDR67	Previous symbol	TBC1D31	TBC1 domain family member 31	HGNC:30888	8q24.13
WDR69	Previous symbol	DAW1	dynein assembly factor with WD repeats 1	HGNC:26383	2q36.3
WDR8	Previous symbol	WRAP73	WD repeat containing, antisense to TP73	HGNC:12759	1p36.3
WDR82	Previous symbol	WDR82P1	WD repeat domain 82 pseudogene 1	HGNC:32447	3q11.2
WDR85	Previous symbol	DPH7	diphthamide biosynthesis 7	HGNC:25199	9q34.3
WHSC2	Previous symbol	NELFA	negative elongation factor complex member A	HGNC:12768	4p16.3
WIBG	Previous symbol	PYM1	PYM homolog 1, exon junction complex associated factor	HGNC:30258	12q13.2
XAGE2B	Previous symbol	XAGE2	X antigen family member 2	HGNC:4112	Xp11.22
XBP1	Previous symbol	XBP1P1	X-box binding protein 1 pseudogene 1	HGNC:12802	5q22.2
XRCC6BP1	Previous symbol	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog (S. cerevisiae)	HGNC:29452	12q14.1
YSK4	Previous symbol	MAP3K19	mitogen-activated protein kinase kinase kinase 19	HGNC:26249	2q21.3
ZFP106	Previous symbol	ZNF106	zinc finger protein 106	HGNC:12886	15q15.1
ZFP112	Previous symbol	ZNF112	zinc finger protein 112	HGNC:12892	19q13.2
ZFP161	Previous symbol	ZBTB14	zinc finger and BTB domain containing 14	HGNC:12860	18p11.31
ZFYVE20	Previous symbol	RBSN	rabenosyn, RAB effector	HGNC:20759	3p25.1
ZMYND17	Previous symbol	MSS51	MSS51 mitochondrial translational activator	HGNC:21000	10q22.3
ZNF167	Previous symbol	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	HGNC:12955	3p21.32
ZNF187	Previous symbol	ZSCAN26	zinc finger and SCAN domain containing 26	HGNC:12978	6p21.31
ZNF192	Previous symbol	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	HGNC:12983	6p21
ZNF193	Previous symbol	ZSCAN9	zinc finger and SCAN domain containing 9	HGNC:12984	6p21
ZNF238	Previous symbol	ZBTB18	zinc finger and BTB domain containing 18	HGNC:13030	1q44
ZNF259	Previous symbol	ZPR1	ZPR1 zinc finger	HGNC:13051	11q23.3
ZNF295	Previous symbol	ZBTB21	zinc finger and BTB domain containing 21	HGNC:13083	21q22.3
ZNF321	Previous symbol	ZNF321P	zinc finger protein 321, pseudogene	HGNC:13827	19q13.41
ZNF322A	Previous symbol	ZNF322	zinc finger protein 322	HGNC:23640	6p22.1
ZNF322B	Previous symbol	ZNF322P1	zinc finger protein 322 pseudogene 1	HGNC:14003	9q22.33
ZNF323	Previous symbol	ZSCAN31	zinc finger and SCAN domain containing 31	HGNC:14097	6p
ZNF389	Previous symbol	ZNF192P1	zinc finger protein 192 pseudogene 1	HGNC:18777	6p22.1
ZNF397OS	Previous symbol	ZSCAN30	zinc finger and SCAN domain containing 30	HGNC:33517	18q12.2
ZNF434	Previous symbol	ZSCAN32	zinc finger and SCAN domain containing 32	HGNC:20812	16p13.3
ZNF498	Previous symbol	ZSCAN25	zinc finger and SCAN domain containing 25	HGNC:21961	7q22.1
ZNF642	Previous symbol	ZFP69	ZFP69 zinc finger protein	HGNC:24708	1p34.2
ZNF643	Previous symbol	ZFP69B	ZFP69 zinc finger protein B	HGNC:28053	1p34.2
ZNF673	Previous symbol	KRBOX4	KRAB box domain containing 4	HGNC:26007	Xp11.3
ZNF816A	Previous symbol	ZNF816	zinc finger protein 816	HGNC:26995	19q13.41
ZNF826	Previous symbol	ZNF826P	zinc finger protein 826, pseudogene	HGNC:33875	19p12
ZNF828	Previous symbol	CHAMP1	chromosome alignment maintaining phosphoprotein 1	HGNC:20311	13q34
